epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.8079147295611747,0.9542732716385411,0.9502812556704773
2,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9516385077673205,0.9549990927236436,0.9502812556704773
3,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9535661639641683,0.9569951007076756,0.9502812556704773
4,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9555505159315115,0.9586281981491562,0.9502812556704773
5,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9593491325547114,0.9571765559789512,0.9502812556704773
6,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9581585213743055,0.9571765559789512,0.9502812556704773
7,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9589522621612427,0.9546361821810924,0.9502812556704773
8,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9603696564236308,0.9608056614044638,0.9502812556704773
9,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9562308651774578,0.9577209217927781,0.9502812556704773
10,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.944721623766867,0.954817637452368,0.9502812556704773
11,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9397890917337567,0.9557249138087461,0.9502812556704773
12,0.6048558216882911,True,0.0008657862179766024,0.04241713317057565,64,0.9324753373398345,0.9519143531119579,0.9502812556704773
