epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.9,True,0.00044376723306710107,0.05,128,0.5299353668216351,0.6454363999274179,0.8198149156232989
2,0.9,True,0.00044376723306710107,0.05,128,0.5793740786937295,0.6439847577572129,0.8198149156232989
3,0.9,True,0.00044376723306710107,0.05,128,0.6119174509581585,0.6971511522409726,0.8198149156232989
4,0.9,True,0.00044376723306710107,0.05,128,0.6844880371924255,0.7911449827617493,0.8198149156232989
5,0.9,True,0.00044376723306710107,0.05,128,0.8122803038893298,0.9063690800217746,0.8198149156232989
6,0.9,True,0.00044376723306710107,0.05,128,0.9023131874362172,0.9339502812556705,0.8198149156232989
7,0.9,True,0.00044376723306710107,0.05,128,0.9240843633064973,0.9428415895481764,0.8198149156232989
8,0.9,True,0.00044376723306710107,0.05,128,0.9337793400612314,0.949918345127926,0.8198149156232989
9,0.9,True,0.00044376723306710107,0.05,128,0.9307744642249688,0.9439303211758302,0.8198149156232989
10,0.9,True,0.00044376723306710107,0.05,128,0.8658578070075972,0.906187624750499,0.8198149156232989
11,0.9,True,0.00044376723306710107,0.05,128,0.8666515477945346,0.87915078933043,0.8198149156232989
12,0.9,True,0.00044376723306710107,0.05,128,0.8663680689420569,0.8457630194157141,0.8198149156232989
