epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.850606644744302,0.9555434585374705,0.958265287606605
2,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9476131080621386,0.9506441662130285,0.958265287606605
3,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9522054654722758,0.9553620032661949,0.958265287606605
4,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9537929470461504,0.9598983850480857,0.958265287606605
5,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9557206032429981,0.9593540192342588,0.958265287606605
6,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9555505159315115,0.9571765559789512,0.958265287606605
7,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9551536455380428,0.958265287606605,0.958265287606605
8,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9579884340628189,0.9591725639629831,0.958265287606605
9,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9571946932758816,0.9586281981491562,0.958265287606605
10,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9571379975053861,0.9598983850480857,0.958265287606605
11,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.9541331216691235,0.9506441662130285,0.958265287606605
12,0.395961679147532,False,0.0035452410795749757,0.0203105419839356,32,0.945912234947273,0.9462892397024134,0.958265287606605
