epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.5488717541671392,0.6506986027944112,0.4922881509707857
2,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.6882866538156254,0.7822536744692433,0.4922881509707857
3,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.8456174169406963,0.914534567229178,0.4922881509707857
4,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9145594738632498,0.9401197604790419,0.4922881509707857
5,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9367275201269986,0.946470694973689,0.4922881509707857
6,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9443247533733984,0.9531845400108874,0.4922881509707857
7,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9492005896360132,0.9535474505534386,0.4922881509707857
8,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9524322485542579,0.9579023770640537,0.4922881509707857
9,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9488604150130401,0.9569951007076756,0.4922881509707857
10,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9330989908152851,0.9533659952821629,0.4922881509707857
11,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.944721623766867,0.952821629468336,0.4922881509707857
12,0.7319161700851834,False,0.00016952941455901466,0.019115326069701323,32,0.9377480439959179,0.9535474505534386,0.4922881509707857
