epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.6211021657784329,0.5770277626565051,0.961712937760842
2,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.8135276108402313,0.9366721103248049,0.961712937760842
3,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9445515364553805,0.9580838323353293,0.961712937760842
4,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9541898174396191,0.958265287606605,0.961712937760842
5,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9557772990134936,0.9573580112502268,0.961712937760842
6,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9568545186529085,0.9524587189257848,0.961712937760842
7,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9552670370790339,0.9569951007076756,0.961712937760842
8,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9575348678988548,0.9589911086917075,0.961712937760842
9,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9576482594398458,0.9598983850480857,0.961712937760842
10,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9590656537022338,0.9602612955906369,0.961712937760842
11,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.95974600294818,0.9589911086917075,0.961712937760842
12,0.1648039393997618,False,0.01,0.0007979249015044825,64,0.9592357410137203,0.9602612955906369,0.961712937760842
