epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.5732509354802132,0.6681183088368717,0.6958809653420431
2,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.7156140151944665,0.780439121756487,0.6958809653420431
3,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.8381335752352874,0.9069134458356015,0.6958809653420431
4,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9129152965188797,0.9352204681545999,0.6958809653420431
5,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9358203877990702,0.9479223371438941,0.6958809653420431
6,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9429640548815058,0.9490110687715478,0.6958809653420431
7,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9481233699965983,0.9544547269098167,0.6958809653420431
8,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9516952035378161,0.9542732716385411,0.6958809653420431
9,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9385984805533507,0.948466702957721,0.6958809653420431
10,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9297539403560494,0.9540918163672655,0.6958809653420431
11,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.9363873455040254,0.9504627109417528,0.6958809653420431
12,0.5438886714245516,False,4.6495969464438626e-05,0.025213930446268358,8,0.8643270212042181,0.9508256214843042,0.6958809653420431
