epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.8218618891030729,0.9555434585374705,0.9600798403193613
2,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9562308651774578,0.9568136454363999,0.9600798403193613
3,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9562308651774578,0.9589911086917075,0.9600798403193613
4,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9572513890463772,0.9571765559789512,0.9600798403193613
5,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9582719129152966,0.9604427508619126,0.9600798403193613
6,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9578750425218279,0.9588096534204319,0.9600798403193613
7,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9587254790792606,0.9589911086917075,0.9600798403193613
8,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9589522621612427,0.9598983850480857,0.9600798403193613
9,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9584986959972785,0.9598983850480857,0.9600798403193613
10,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9591790452432248,0.9608056614044638,0.9600798403193613
11,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9572513890463772,0.9506441662130285,0.9600798403193613
12,0.17611823456586112,False,0.0013981271083896585,0.008081436907626098,64,0.9559473863249801,0.9569951007076756,0.9600798403193613
