epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.6080621385644631,0.6746506986027944,0.9530030847396117
2,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.6712212268964736,0.7054980947196516,0.9530030847396117
3,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.7291076085724005,0.7486844492832517,0.9530030847396117
4,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.8061571606758136,0.829613500272183,0.9530030847396117
5,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.8682957251389046,0.8855017238250771,0.9530030847396117
6,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.9035604943871187,0.921429867537652,0.9530030847396117
7,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.9245379294704615,0.9375793866811831,0.9530030847396117
8,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.9363873455040254,0.939575394665215,0.9530030847396117
9,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.9460823222587595,0.9589911086917075,0.9530030847396117
10,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.9423970971765506,0.9502812556704773,0.9530030847396117
11,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.9408663113731716,0.9522772636545092,0.9530030847396117
12,0.38011390384626786,True,2.2580647100298764e-05,0.03567211473677694,16,0.9432475337339834,0.9502812556704773,0.9530030847396117
