epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.5294251048871754,0.606604971874433,0.6162221012520414
2,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.5758589409230072,0.643440391943386,0.6162221012520414
3,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.5928676720716635,0.6516058791507894,0.6162221012520414
4,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.610670144007257,0.6721103248049356,0.6162221012520414
5,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.6314207960086178,0.6762837960442751,0.6162221012520414
6,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.6420229050912802,0.7065868263473054,0.6162221012520414
7,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.672468533847375,0.720014516421702,0.6162221012520414
8,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.7028007710624787,0.7414262384322264,0.6162221012520414
9,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.9250481914049212,0.9557249138087461,0.6162221012520414
10,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.9138791246173036,0.9452005080747595,0.6162221012520414
11,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.5374192085270438,0.5077118490292143,0.6162221012520414
12,0.681042577648893,True,8.81165013429639e-06,0.045433404848733996,8,0.48832067127792267,0.492651061513337,0.6162221012520414
