epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.7957251389046377,0.9557249138087461,0.9555434585374705
2,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.956911214423404,0.958265287606605,0.9555434585374705
3,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9592357410137203,0.9606242061331882,0.9555434585374705
4,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9589522621612427,0.9611685719470151,0.9555434585374705
5,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.959519219866198,0.9537289058247143,0.9555434585374705
6,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9601428733416487,0.9591725639629831,0.9555434585374705
7,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9624107041614696,0.9611685719470151,0.9555434585374705
8,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9617303549155233,0.9615314824895663,0.9555434585374705
9,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9591790452432248,0.9613500272182907,0.9555434585374705
10,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9546433836035831,0.9553620032661949,0.9555434585374705
11,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.936557432815512,0.9506441662130285,0.9555434585374705
12,0.21808180401596505,True,0.0010822602164692603,0.05,128,0.9531125978002041,0.9462892397024134,0.9555434585374705
