epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.7754847488377367,0.9421157684630739,0.9232444202504083
2,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9453452772423178,0.9557249138087461,0.9232444202504083
3,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9496541557999774,0.9573580112502268,0.9232444202504083
4,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.952885814718222,0.954817637452368,0.9232444202504083
5,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9552670370790339,0.9535474505534386,0.9232444202504083
6,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9549268624560607,0.9522772636545092,0.9232444202504083
7,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9586687833087651,0.9602612955906369,0.9232444202504083
8,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9590656537022338,0.95971692977681,0.9232444202504083
9,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9555505159315115,0.9600798403193613,0.9232444202504083
10,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9445515364553805,0.9555434585374705,0.9232444202504083
11,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.9337226442907359,0.948466702957721,0.9232444202504083
12,0.7701522513132697,True,0.0007842841312807633,0.022939857950948744,32,0.925785236421363,0.9432045000907276,0.9232444202504083
