epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.5462070529538496,0.6027944111776448,0.4922881509707857
2,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.592810976301168,0.633097441480675,0.4922881509707857
3,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.636013153418755,0.6742877880602431,0.4922881509707857
4,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.6590316362399365,0.7045908183632734,0.4922881509707857
5,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.6893071776845447,0.720558882235529,0.4922881509707857
6,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.7202630683750992,0.7524950099800399,0.4922881509707857
7,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.7301848282118154,0.7550353837778987,0.4922881509707857
8,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.7556979249347998,0.7842496824532753,0.4922881509707857
9,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.9235174056015422,0.9515514425694066,0.4922881509707857
10,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.9351400385531239,0.9520958083832335,0.4922881509707857
11,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.9359337793400613,0.9540918163672655,0.4922881509707857
12,0.2846045596670661,False,7.12765998876396e-06,0.023256278349791736,8,0.9297539403560494,0.9475594266013427,0.4922881509707857
